feature,class
"[-1.32031982e+02  8.96321793e+01  5.74788380e+00  1.35246725e+01
  9.65696144e+00 -9.21210003e+00  3.05172467e+00 -6.49550498e-01
 -2.64611173e+00  3.14574170e+00 -1.05950236e+00  1.51843512e+00
  2.56606412e+00 -7.96311557e-01  1.32516670e+00  3.64744514e-01
 -5.67432404e+00  1.87216806e+00  2.08388019e+00 -3.51098686e-01
  3.54172409e-01  4.06395626e+00  1.79305828e+00  1.95920205e+00
  5.22945118e+00  2.27711558e+00  1.72879720e+00  4.54107314e-01
 -1.78990912e+00  1.47502983e+00 -1.83736444e-01 -4.22482586e+00
 -4.29811811e+00 -2.70350528e+00 -8.36543217e-02  2.52898669e+00
  2.19500470e+00  3.19429064e+00  3.29987144e+00  3.52950048e+00]",hiphop
"[-52.741318    70.282364     9.345259    17.633547    -1.3936052
  -1.3358929   -0.32800078  -4.589411    -0.928609    -3.0952837
  -1.9649775    1.010861    -1.4436663   -0.49153584  -2.1769168
   1.8665866    1.4378318   -0.98519605  -1.8683817   -0.33117098
  -2.5906398   -1.5886867   -1.0461389   -3.5870888   -1.9947724
  -3.24422     -3.3592644   -0.8196842   -0.61717284  -1.859873
  -4.36818     -1.3960685    0.68678266  -0.16669999  -0.98096645
  -3.3897989   -3.435799    -1.742945    -1.8647475   -2.777443  ]",hiphop
"[-1.32031982e+02  8.96321793e+01  5.74788380e+00  1.35246725e+01
  9.65696144e+00 -9.21210003e+00  3.05172467e+00 -6.49550498e-01
 -2.64611173e+00  3.14574170e+00 -1.05950236e+00  1.51843512e+00
  2.56606412e+00 -7.96311557e-01  1.32516670e+00  3.64744514e-01
 -5.67432404e+00  1.87216806e+00  2.08388019e+00 -3.51098686e-01
  3.54172409e-01  4.06395626e+00  1.79305828e+00  1.95920205e+00
  5.22945118e+00  2.27711558e+00  1.72879720e+00  4.54107314e-01
 -1.78990912e+00  1.47502983e+00 -1.83736444e-01 -4.22482586e+00
 -4.29811811e+00 -2.70350528e+00 -8.36543217e-02  2.52898669e+00
  2.19500470e+00  3.19429064e+00  3.29987144e+00  3.52950048e+00]",hiphop
"[-9.9087173e+01  5.9324284e+01 -3.2577515e+00  1.6820166e+01
  1.2056502e+01 -1.3229789e+01  3.3849301e+00  1.2433406e+00
 -6.4833684e+00  1.0713455e-02 -3.0749002e+00  2.2274420e+00
  3.3604925e+00 -2.6336296e+00  9.3766701e-01  1.3090245e+00
 -2.3500078e+00 -1.6220757e+00 -4.6608763e+00 -2.8653452e+00
 -1.5768129e+00 -1.8928654e+00 -1.0538541e+00  1.0004792e+00
 -2.7570047e+00 -2.0173302e+00  3.5591401e-02 -2.3785548e-01
  1.8760296e+00  3.0726149e+00  3.3746107e+00  1.7875643e+00
  1.3293110e+00 -1.3187841e-01 -3.7087911e-01 -1.1710002e+00
 -1.7356216e+00 -2.1622440e-01 -1.3090023e+00 -2.0161414e+00]",hiphop
"[-92.195694    52.876553     6.0179353   26.84959      6.4702983
  -0.49358112   2.3731894    2.6396875   -0.57608634   0.29931664
  -0.39649415  -4.9651465    3.0239778   -1.2139721    2.9403064
   4.5681186   -1.4561002    4.219534     0.11737545  -4.9423423
  -3.3491251   -1.0189878   -3.2294052   -3.2510052   -1.0914814
  -4.5568247   -2.1942332   -0.89631987  -2.2741516    0.96232265
   3.5407848    4.692691     6.109877     4.387542     1.730824
   0.8482393    0.27188793  -0.7842495    0.34513402   0.9778815 ]",hiphop
"[-2.4466321e+02  1.1895925e+02  1.0193576e+00  3.8150593e+01
  9.5334702e+00  2.6882727e+01 -4.2640262e+00  1.8587908e+01
 -6.7201643e+00  1.4185603e+01 -3.5281148e+00  8.4103098e+00
 -4.0545473e+00  4.4786668e+00 -4.2104915e-01  9.1017175e-01
 -1.7968557e+00 -1.4889547e+00  1.5032130e+00 -4.3268471e+00
  2.7703624e+00 -1.3529261e+00  1.5745589e-01  2.6136126e-02
 -1.1999798e+00 -4.5162427e-01 -3.0926457e-01 -3.0598927e+00
 -2.7970879e+00 -2.0748069e+00 -1.7527616e-01 -3.8349786e-01
  1.4957945e+00 -4.2568073e-01  1.5814159e+00 -1.6173661e+00
  2.1264204e-01 -2.7041364e+00 -2.6082292e-01 -8.1704788e-02]",hiphop
"[-156.7862       94.261345    -26.496605     46.4244      -14.796238
   26.738237    -13.056046     19.419546     -6.170718     14.848041
   -6.728532     14.803803     -6.1074514     8.045357     -0.7835776
    8.321823      0.22396432    0.33719075    0.31482682    1.2393804
   -5.948964      0.2876489    -1.8332139    -2.9461138     0.55460846
   -1.2110002     5.1631613     1.2290463     2.8987415     1.8136425
    0.16812398   -2.6126828    -0.5702407    -1.6606973     0.75275296
   -0.94392025    1.9086692    -4.2010674    -3.5514965    -2.502778  ]",hiphop
"[-1.5143599e+02  8.9495468e+01 -2.5470751e+01  3.9081730e+01
 -4.2336788e+00  2.6446432e+01 -1.5776327e+01  2.1776539e+01
 -1.0482909e+01  1.9317112e+01 -8.2916136e+00  1.9096371e+01
 -8.1257868e+00  9.6583471e+00 -2.5125504e+00  7.9210776e-01
 -4.8712807e+00  1.9099108e+00 -4.3407316e+00  1.4715551e+00
 -2.2343175e+00  2.7400577e+00  2.1484745e+00  7.3023468e-02
  6.4367046e+00  1.0055316e-02  2.1025416e-01  2.3689896e-01
 -2.9954153e-01 -1.0945609e+00  1.7101653e+00 -1.3145405e+00
  4.6647269e-01 -2.9459987e+00 -1.0032037e+00  5.5505890e-01
  8.7520674e-02 -2.6468427e+00 -8.8369918e-01 -2.2850680e+00]",hiphop
"[-2.39987030e+02  1.04032524e+02 -2.92290058e+01  4.83647385e+01
 -6.78770781e+00  1.46312733e+01 -1.63035679e+01  1.17959957e+01
 -1.08586483e+01  9.29708862e+00 -7.11268520e+00  6.79833889e+00
  7.50593692e-02  5.16334534e+00  1.48821914e+00  3.65355349e+00
  1.85038269e+00  3.98504710e+00  8.21302474e-01  4.02445459e+00
  2.24067593e+00  1.36015570e+00  2.30046201e+00 -4.91480261e-01
  2.67672968e+00  1.82872593e-01  2.75615692e+00 -7.08384439e-02
  2.11533666e+00 -1.62572718e+00  2.03048563e+00 -1.51837778e+00
  6.66516662e-01  5.82550108e-01 -4.76128787e-01 -2.03042954e-01
  5.51614724e-02 -1.38011968e+00  5.99100769e-01 -1.85275525e-01]",hiphop
"[-1.4673979e+02  8.1887917e+01 -1.8022545e+01  4.7573753e+01
 -1.3986828e+01  2.7900581e+01 -1.9183018e+01  1.7907719e+01
 -1.6989044e+01  1.6261297e+01 -1.0614394e+01  1.5444050e+01
 -4.2486129e+00  9.7054529e+00 -4.0891528e+00  7.8552051e+00
 -3.6674557e+00  5.8330104e-02 -1.8845720e+00  6.8728721e-01
 -2.2028057e-01  5.6348329e+00  2.5609050e+00  3.3512154e+00
  3.1056046e+00 -1.4764125e+00  1.8151144e+00 -1.9752516e-01
  1.8931342e+00 -1.5409245e+00  1.2858207e+00 -3.1612611e+00
 -1.1400101e+00  2.6079224e-02 -2.1339671e-01 -2.3344562e+00
 -2.2724922e+00 -1.4082061e+00  9.0735126e-01 -3.6701252e+00]",hiphop
"[-2.2849248e+02  9.0797516e+01 -1.9236860e+01  3.9925041e+01
 -1.0566888e+00  3.4319313e+01 -6.8596087e+00  2.7167776e+01
 -2.3036997e+00  1.5615665e+01 -3.2389731e+00  1.5114061e+01
 -4.0580873e+00  8.4821243e+00  5.6024089e-02  7.8100376e+00
 -6.3136125e-01 -1.6573796e+00  1.2745761e+00  2.3464406e+00
 -2.9170964e+00 -1.9095180e+00  1.4102885e+00  1.0561903e+00
  3.1096692e+00  1.9077433e+00 -1.3883262e+00 -6.4633307e+00
 -3.4105642e+00 -3.6754673e+00  6.2724560e-01  1.2580447e+00
  2.3723285e+00 -2.3211503e+00 -1.6009967e+00 -6.3752174e+00
 -2.8445721e+00 -2.1534808e+00  2.2289641e+00 -1.2244168e-01]",hiphop
"[-194.56728      68.11464       2.499156     55.724895    -11.415291
   30.831757     -2.841315     28.540709     -9.772614     19.55587
   -7.004784     15.226482     -4.153105     14.512861     -5.149768
    6.1897945    -5.4409676     4.464601     -2.6083074     0.3288433
   -2.8911083     1.18503      -1.2685486    -1.1752087    -3.481647
   -0.31640664   -1.1368952    -2.9180884     2.1711812    -0.88430667
   -1.7611992    -2.5157704     1.5476044    -1.9494416     0.6107207
   -0.66452044   -1.3608671    -3.8799362    -1.2060808    -3.6202648 ]",hiphop
"[-1.2248605e+02  8.0049553e+01 -2.5455732e+01  4.6252258e+01
 -1.0571711e+01  3.1708155e+01 -2.2302183e+01  2.6603533e+01
 -1.1515887e+01  1.8869442e+01 -1.5422859e+01  1.5083630e+01
 -9.6670713e+00  8.9828615e+00 -9.0778809e+00  7.3114100e+00
 -5.3065763e+00  2.8793952e+00 -5.1248741e+00 -1.7885190e+00
 -5.4307675e+00  4.8625457e-01 -2.4201901e+00  1.7212307e-01
  1.9428517e+00 -2.0534332e+00 -1.3102990e-01  3.7469196e-01
  1.1036562e+00 -5.3478813e-01  8.1251764e-01 -2.2969654e+00
 -2.2462125e+00 -2.1492898e+00  5.5554110e-01 -6.9286454e-01
  1.6538695e-02 -1.7089717e+00 -7.8022027e-01 -4.1141758e+00]",hiphop
"[-1.3356769e+02  7.2270660e+01 -1.9387363e+01  4.9549492e+01
 -6.7647886e+00  3.2336906e+01 -1.5384773e+01  2.0049500e+01
 -7.6633720e+00  2.2932997e+01 -7.8748488e+00  1.8431942e+01
 -7.2744709e-01  1.5071325e+01 -4.9002967e+00  1.0465340e+01
 -6.9493809e+00  8.1693244e-01 -2.5727699e+00  5.5225854e+00
 -2.3774061e+00  4.6354265e+00  1.3003972e+00  3.5933845e+00
  4.8449540e+00  3.9538841e+00  4.4450216e+00  3.6470604e+00
  9.4924158e-01 -5.5721841e+00 -2.3426771e-01  6.5273363e-03
  3.2716208e+00 -5.8235693e-01 -2.4175560e+00 -2.4832830e+00
  2.6761317e+00  3.7786939e+00 -6.4599566e-02 -3.0904670e+00]",hiphop
"[-1.4282010e+02  9.8834663e+01 -2.0579958e+01  3.6593800e+01
 -2.4938958e+00  2.8877892e+01 -1.4722161e+01  2.2911453e+01
 -9.3177948e+00  2.0033577e+01 -1.1211471e+01  1.7753653e+01
 -3.3845963e+00  8.3894453e+00 -8.8895874e+00  9.2475014e+00
 -5.7039752e+00  1.0591681e+00 -2.2718618e+00  7.5874853e-01
  3.6616671e-01  5.1206312e+00  1.9697827e+00  1.6321336e+00
 -3.7858699e-02 -9.4913936e-01  1.1464303e+00  1.5322906e-01
  1.2496632e+00 -5.8821939e-02  4.3477094e-01 -1.2799931e+00
  3.0165954e+00  5.1494777e-01  1.0853045e+00 -7.3171151e-01
  1.1177428e+00 -1.5510389e+00  1.1366880e+00 -1.3028318e+00]",hiphop
"[-138.82884      76.995125    -24.15871      54.548565     -8.259954
   29.540552    -16.551092     26.349735     -9.313424     21.03094
   -8.544401     14.5065565    -7.2795024    10.279154     -5.3187923
    6.158312     -2.8581772     4.195079     -4.322611     -2.2463799
   -0.77695817   -0.67418045   -1.7111808    -0.37845302   -1.2476412
   -3.5835843    -3.0315468    -3.016402     -3.6740215    -3.2711356
    0.4195224    -4.3943996     0.22899364   -3.4004295    -0.3337557
   -2.9831479     0.36356184   -1.7990599     1.4045963    -2.9797568 ]",hiphop
"[-1.7487886e+02  8.4620117e+01  9.3357019e+00  4.1073868e+01
  5.8211398e+00  3.5167572e+01 -1.4914342e+01  2.5229940e+01
 -1.0568007e+01  2.3835812e+01 -8.0773306e+00  1.8579588e+01
 -3.8070917e+00  9.4825430e+00 -7.7559018e+00  8.3058815e+00
 -7.9231143e+00  2.2840741e+00 -3.9288735e+00 -1.6172814e+00
 -7.6348329e+00 -9.2975408e-02 -1.7524511e+00 -4.1072255e-01
  2.8673568e-01 -1.7859526e+00 -4.4238189e-01 -9.4682336e-01
 -7.9932559e-01 -2.9180162e+00 -7.8790611e-01 -2.0276856e+00
  7.0548975e-01 -1.7489786e-01 -2.7041125e-01 -1.2002741e+00
 -1.9504840e+00 -1.7088076e+00 -5.3019679e-01 -3.0113523e+00]",hiphop
"[-218.98279      42.41889       3.5560806    63.796844     -4.235543
   41.564037    -12.739343     23.232187     -4.4979434    16.169544
   -4.6828737    16.668457     -9.49784       6.7130356    -2.3821409
   -0.7085431    -7.41165       4.3993597    -6.669908      2.0957904
   -1.2004958     6.241063     -0.39721328   -1.4092157     0.51122814
   -2.9103954    -2.3443606    -2.1360202    -0.9468829    -4.8519115
   -0.66607773   -1.7225419    -1.1109542    -1.5399024    -0.9468906
   -3.3089535    -1.715895     -3.9633055    -1.4345194    -2.9792888 ]",hiphop
"[-1.96576477e+02  1.00401726e+02 -1.15004673e+01  3.62577972e+01
  3.49315667e+00  2.44638290e+01 -1.33400812e+01  2.39657288e+01
 -7.32744884e+00  1.91103230e+01 -3.21672750e+00  1.82426662e+01
  5.87410402e+00  1.39538937e+01 -6.48749948e-01  1.24572067e+01
  4.73519415e-01  1.81748378e+00  1.84463632e+00  3.03119564e+00
 -1.41351247e+00 -2.29387379e+00 -1.26715195e+00 -5.23329210e+00
 -7.70661950e-01 -2.69271541e+00  2.85923600e+00  3.84182954e+00
  6.17209816e+00  4.04198360e+00  3.57044697e+00  1.53473303e-01
  2.33156991e+00  4.85646993e-01  1.51296675e+00 -1.27291787e+00
  1.43099487e+00 -1.34931386e+00  1.05124211e+00 -7.31432676e-01]",hiphop
"[-129.06783      76.78749     -32.395855     54.94477     -13.86704
   34.74015     -13.346037     28.931753    -13.2766285    19.524546
   -7.6792545    14.24913      -7.7241473     7.720962     -5.416608
    6.876202     -4.075422      4.216372     -6.41366      -3.971595
   -4.5187864    -3.8143435    -5.4947877    -2.282412     -2.3069074
   -2.630369      1.7262567    -3.113764     -0.27563795   -3.0471551
   -1.0401196    -2.307515      0.4049299    -2.0422192    -1.343797
   -1.5753201    -0.4652688    -1.947958      0.69410926   -1.6618308 ]",hiphop
"[-1.5806493e+02  1.2712613e+02 -3.9135513e+01  4.2351532e+01
 -1.6073235e+01  1.9347092e+01 -1.1283443e+01  2.0071095e+01
 -7.6638994e+00  1.4511108e+01 -6.3680782e+00  1.3884162e+01
 -4.6515107e+00  7.1962719e+00 -3.2129278e+00  4.3727016e+00
 -2.1680856e+00 -1.7890010e-03 -2.6563058e+00 -3.4493275e+00
 -2.8068593e+00 -3.3203321e+00 -2.7916338e+00 -3.3937736e+00
 -2.0744300e+00 -4.3338552e+00 -9.1593999e-01 -5.1554303e+00
 -8.0705814e-02 -2.3921969e+00  8.8560677e-01 -5.8827567e-01
  2.8785253e-01 -2.8711030e+00  2.6615307e-01 -1.1609396e+00
  1.7792249e+00 -1.0349979e+00 -2.0346193e+00 -1.3454044e+00]",hiphop
"[-144.99176      80.892        -1.278317     48.52981     -14.011721
   34.534046    -15.11666      20.38993     -13.522569     18.868948
  -11.525383     16.388353     -8.955837      8.283261     -9.861389
    5.062982     -9.424098     -0.2433025    -6.3529186    -0.8118822
   -2.1510696     5.396941      0.77455235    1.7965556    -0.1893729
   -0.98837334   -1.8410034    -0.80029464    2.1231017    -2.7120056
   -2.7053998    -3.386893      0.9701716    -2.9627461    -1.0132846
   -3.2830496    -2.5247846    -3.738153      0.5444131    -4.2519755 ]",hiphop
"[-1.6007132e+02  7.0947372e+01 -2.1827932e+01  6.2683273e+01
 -6.8584318e+00  3.3231339e+01 -1.1432161e+01  2.9726089e+01
 -7.1388645e+00  2.0179018e+01 -5.1296730e+00  1.4768657e+01
 -2.3129475e+00  8.7069340e+00 -4.3652382e+00  4.6447115e+00
 -1.8150882e+00  1.4470897e+00 -5.5145369e+00 -1.2900267e+00
  4.4740319e+00  1.9557693e+00 -2.9918531e-01 -1.1111073e+00
  1.4260455e+00 -3.1334202e+00  2.9207349e+00 -1.8241279e+00
 -5.5912819e-02 -3.2626085e+00  3.5265025e-02 -3.4812233e+00
 -5.1625419e-01 -1.7675716e+00 -3.8328629e+00 -4.0433764e+00
 -9.8136222e-01 -3.1344068e+00 -2.5268126e+00 -3.0106695e+00]",hiphop
"[-1.6276927e+02  9.8930862e+01 -3.0820240e+01  3.0979961e+01
 -1.7852221e+00  1.2673848e+01 -1.3972109e+01  1.3627198e+01
 -1.3995716e+01  7.8679109e+00 -3.8170369e+00  3.6726382e+00
 -7.4990048e+00  7.4385351e-01 -2.7649417e+00 -1.2727820e+00
 -6.9355226e+00 -1.5478429e+00 -5.8975372e+00 -5.4452429e+00
  1.3180161e+00  3.5760980e+00  7.2721810e+00  7.7102609e+00
  1.1945222e+01  8.5258801e-03 -3.4402897e+00 -6.8486471e+00
 -1.8354967e+00 -2.7917318e+00 -1.1224395e+00 -1.6527689e+00
 -3.4438772e+00 -2.2846227e+00  1.2834146e+00 -1.9587038e+00
 -1.5564662e+00 -3.3262539e+00 -4.5133662e-01  9.6129590e-01]",hiphop
"[-2.8791290e+02  1.3544691e+02 -1.0987394e+01  8.2831869e+00
  3.2917961e-01  1.0378280e+00 -3.6543608e+00 -3.7948842e+00
 -5.1542587e+00 -2.6289806e+00 -3.4771016e+00 -3.0656476e+00
 -1.4796928e+00 -5.8529544e-01 -2.2246840e+00 -1.9536844e+00
 -1.7033395e+00  3.4286475e-01 -2.0340161e+00 -3.9683442e+00
 -1.5825497e+00  2.0482345e-01  7.0677084e-01 -3.6494890e-01
 -1.5529083e+00 -1.2113767e+00 -8.8356918e-01 -7.8189498e-01
 -4.1542056e-01 -3.4074087e+00 -2.7593231e+00  3.9533433e-01
  2.0288250e+00  4.2976585e-01 -6.6022724e-01 -1.7280887e+00
 -1.6033140e+00 -3.6719555e-01 -9.8736221e-01 -3.2081370e+00]",jazz
"[-3.8283304e+02  1.4439810e+02 -5.3255063e-01  2.2424395e+01
  6.4195657e+00  1.0023975e+01 -1.4236858e-01 -1.9699782e+00
 -5.8226209e+00 -2.7047974e-01  1.0004652e+00  1.0464875e+00
 -1.7720243e+00 -5.3700314e+00 -4.3606396e+00 -2.4591177e+00
 -5.1810174e+00 -5.8733292e+00 -3.4613957e+00 -1.1154922e+00
  1.5826750e+00  5.6162918e-01 -2.1943290e+00 -2.3111591e+00
 -1.3233638e+00 -1.0026380e+00  5.3111744e-01 -4.9666539e-01
 -1.8469722e+00 -4.0560284e+00 -3.1150482e+00 -1.2132742e+00
 -3.7218628e+00 -4.0933051e+00 -4.4319754e+00 -2.8850679e+00
 -1.2474211e+00  8.8037670e-01  2.8444757e+00  3.2863362e+00]",jazz
"[-2.9133072e+02  1.7049107e+02 -4.2200180e+01  2.2470095e+01
 -1.7166216e+00 -9.3720502e-01 -1.0153165e+01 -9.9171133e+00
 -3.6845834e+00 -7.9883409e+00 -2.1418207e+01 -8.1322422e+00
 -8.3297300e+00 -1.2735433e+01 -8.0672922e+00 -7.4936490e+00
 -1.2048073e+01 -7.0021930e+00 -3.6947505e+00 -8.8286772e+00
 -8.6308289e+00 -4.9736328e+00 -6.1745214e+00 -8.2810202e+00
 -1.7453799e+00 -2.6163056e+00 -1.7412225e+00  6.7073470e-01
 -3.3765235e+00 -6.0073338e+00  1.1036080e+00  2.8672868e-01
 -5.9071651e+00 -6.5508084e+00 -3.4989603e+00 -4.5681376e+00
 -5.8232117e-01  2.6516502e+00 -9.2244101e-01 -1.1753496e+00]",jazz
"[-3.34137970e+02  1.86708344e+02  1.04501295e+01 -2.53578305e+00
  2.21686697e+00  8.63232899e+00 -7.35098648e+00  3.73663592e+00
 -6.04993391e+00 -3.49761438e+00 -1.01098881e+01 -8.13128233e-01
 -6.04855728e+00  2.06082702e+00 -4.81211042e+00 -2.31408477e+00
 -2.14330435e+00  3.51050282e+00  1.31751010e-02 -2.18978214e+00
 -3.68293738e+00 -8.16899955e-01  1.95207465e+00  2.36307788e+00
  2.31019115e+00 -7.40758777e-01 -1.93176174e+00 -5.49863195e+00
 -2.81427765e+00  7.82340050e-01  8.38390112e-01 -2.72815418e+00
 -4.09054041e+00 -5.65278816e+00 -2.52079988e+00 -1.19220936e+00
  1.17881620e+00  1.77582657e+00 -5.04142940e-01 -5.01038170e+00]",jazz
"[-3.0574536e+02  1.3276553e+02  7.9445252e+00  3.9725868e+01
 -6.6602669e+00  6.8442101e+00 -4.8526969e+00  6.6176100e+00
 -4.3085656e+00  4.6462584e+00 -3.9503775e+00 -6.4120402e+00
 -6.6590080e+00 -4.5250173e+00 -2.4469001e+00  4.0801125e+00
  2.9068925e+00  5.9622245e+00  8.0677643e+00 -2.1433401e+00
 -2.5098238e+00  2.1311002e+00  3.7976427e+00  2.7195404e+00
  3.6515167e+00 -2.4049394e+00 -4.8271518e+00 -4.6295886e+00
 -1.0170124e+00  6.1411332e-02  1.8378611e+00 -5.2249155e+00
 -6.2381597e+00  1.2339776e+00  2.3722415e+00 -2.4205942e+00
 -4.8629746e+00 -6.3471603e-01  8.9041775e-01 -7.9063354e+00]",jazz
"[-2.7630844e+02  1.2205786e+02 -2.0891542e+00  2.9646118e+01
 -3.4686631e-01  2.2734882e+01 -1.6411187e-01  8.5796156e+00
 -5.2721804e-01  5.6462064e+00 -4.0763264e+00  3.5871401e+00
 -2.4873355e-01  7.3722482e+00  5.5923831e-01  6.6142430e+00
  6.9849700e-01  4.9437118e-01  1.1192702e+00 -1.4132177e+00
 -4.5571470e+00 -4.1146212e+00 -2.4769154e+00 -2.8885455e+00
 -1.9526609e+00 -4.3586745e+00  6.3760114e-01 -1.6798972e+00
 -3.0527639e+00 -8.7083044e+00 -9.3863239e+00  1.3067522e+00
  3.5739238e+00 -8.5685748e-01 -4.5348940e+00 -4.9915633e+00
 -6.3016062e+00 -7.8693943e+00  2.8667703e-01  1.5590768e+00]",jazz
"[-266.44803     139.73157     -14.150899     50.5192       -8.249376
   11.051829     -3.6440353    11.672503    -13.237367     -1.510925
   -2.6005507     5.433229     -3.5483572     2.6031392    -5.6968217
   -9.528037     -4.3460526    -5.850048     -1.892668     -1.5040104
    3.2742646     1.9220299     1.3785491     0.79528385   -0.45380968
   -3.6119332    -4.037342     -7.042142     -2.637941     -2.3400884
   -4.636328     -8.386536     -7.5968947    -3.145477     -0.506394
   -1.1441529    -4.4989743    -4.109732      1.4235963    -0.61022896]",jazz
"[-3.2692401e+02  1.3416788e+02  2.0370984e+00  3.1557716e+01
 -1.2374750e+01  1.3046693e+01 -6.6976995e+00 -4.1758437e+00
 -2.8169374e+00 -4.4166126e+00 -1.4387647e+00  1.0053521e+01
  8.4406013e+00  4.7955241e+00  7.6740348e-01  5.3772628e-01
 -4.8860693e-01 -9.0062752e-02 -6.3615556e+00 -6.2944365e+00
  1.9471771e+00  3.0050268e+00 -1.7217011e+00 -2.9020104e+00
  3.8591142e+00 -2.0788710e-01 -2.5605886e+00 -2.6442115e+00
 -6.6452873e-01 -1.4765457e+00  5.6362557e-01  1.7774444e+00
 -2.7566795e+00 -3.1494653e+00 -1.8070700e+00 -3.7601814e+00
 -3.2101247e+00 -2.0843680e+00 -2.9013584e+00 -8.9359455e+00]",jazz
"[-2.24449326e+02  1.31644257e+02 -2.56869469e+01  4.49233055e+01
  9.00518513e+00  2.15629158e+01 -4.65500069e+00  1.44469595e+01
 -1.25846109e+01  1.06623306e+01 -7.49607134e+00 -1.44405699e+00
 -4.83855200e+00  1.83862853e+00 -4.89127159e+00 -1.99920321e+00
 -3.98335624e+00  1.79461253e+00 -6.79031670e-01 -4.81743097e+00
 -5.38047194e-01 -3.92486453e+00 -1.56305027e+00 -4.90875387e+00
 -3.73201680e+00 -1.87666047e+00  8.57363641e-02 -4.39428282e+00
 -5.71768999e+00 -1.67522526e+00 -3.17869020e+00 -5.63903475e+00
  1.28914511e+00 -2.67600369e+00 -5.61474085e+00 -4.50375938e+00
 -1.32549083e+00 -1.95004129e+00 -1.12507522e+00 -3.10657978e+00]",jazz
"[-3.3573788e+02  1.7035100e+02  1.7057245e+01  1.9020679e+01
  1.3701932e+00  1.4352620e+01  9.9505830e-01  1.0003772e+01
 -7.3658657e+00  3.5009911e+00 -7.2983799e+00  9.5183003e-01
 -6.6937342e+00 -2.0834534e+00 -7.4571590e+00 -3.4527950e+00
 -2.4737854e-01 -3.4585726e+00 -3.0914626e+00 -6.7187886e+00
 -1.6553165e-01  3.6785531e-01 -4.8236310e-01  9.5870748e-02
  1.7046329e+00  1.4003005e+00  3.4996092e+00 -6.3238621e-01
 -1.5988799e+00 -2.1530397e+00 -4.0765664e-01  2.0181122e+00
 -2.5208163e+00 -2.5506949e+00 -2.3817163e+00 -3.4016471e+00
 -1.5233078e+00 -2.2061381e+00 -4.1067390e+00 -4.9225488e+00]",jazz
"[-3.5593060e+02  1.6048679e+02 -1.6740757e+01  3.7364098e+01
  3.0611904e+01  1.5348999e+01 -3.1551224e-01  5.9100285e+00
 -7.6325459e+00 -3.4568720e+00  1.4792629e+00 -1.7436486e-01
 -3.6872079e+00 -2.1700997e+00 -1.7790797e+00 -5.2326646e+00
 -4.5761375e+00 -1.1127812e+00 -2.4871008e-01 -4.4824753e+00
 -3.3168983e+00 -4.1517043e+00 -1.8241128e+00 -3.2655466e+00
 -2.0683403e+00 -2.0826848e+00 -2.5133102e+00 -4.6316729e+00
 -4.4387078e+00 -1.2198905e+00 -5.4327784e+00 -3.5179505e+00
 -1.7892689e+00 -3.1892991e+00  1.0701382e+00  2.1869040e+00
 -6.7512625e-01 -1.1274666e+00 -5.4429493e+00 -8.3605490e+00]",jazz
"[-2.2863904e+02  1.1391493e+02 -7.6617761e+00  3.8686363e+01
 -9.5093002e+00  1.7945641e+01 -2.0142414e+01  1.2690295e+01
 -1.5570341e+01  1.0144639e+01 -1.2128377e+01  1.3550708e+01
 -7.1184864e+00  8.8615189e+00 -4.7038026e+00  9.4552886e-01
 -7.2874680e+00  1.2476262e+00 -2.0787699e+00 -1.2163756e+00
  2.4127810e+00  2.7058167e+00 -4.3441830e+00  1.1582632e-01
  3.6916616e+00 -3.8245828e+00  1.2290888e+00 -2.1588507e+00
 -4.4154543e-01 -5.9964550e-01  1.8165395e+00 -3.6650183e+00
 -6.5203109e+00 -1.0563400e+00 -4.2148498e-01 -1.1048052e+00
 -6.5468383e-01 -5.9104953e+00  6.6666245e-01 -1.9090712e+00]",jazz
"[-2.9017108e+02  1.2149430e+02 -6.3325682e+00  3.9674976e+01
 -5.4482174e+00  1.8662529e+01 -1.7097427e+01  1.4431686e+01
 -1.4971046e+01  8.3867369e+00 -1.4042973e+01  9.0193415e+00
 -7.0763478e+00  5.5229411e+00 -6.2971115e+00  2.8862870e+00
 -3.6855681e+00  9.9408400e-01 -1.7345033e+00 -2.7499585e+00
 -8.3667982e-01 -3.3740320e+00 -5.9873815e+00 -2.7404649e+00
  2.5963831e+00 -4.5221634e+00  9.2883545e-01 -1.4702860e-01
  1.9617788e-01 -1.2500906e+00  8.3105505e-01 -2.7589285e+00
 -3.4540632e+00 -8.2299364e-01 -5.6173295e-01 -2.2607198e+00
 -1.6273235e-01 -5.5788455e+00 -1.4930810e+00 -2.1185813e+00]",jazz
"[-254.11389     112.88239      11.627355     39.435856    -10.313581
   18.519732    -13.421502     20.93933     -18.3328       16.908737
  -10.729514      9.70455      -7.2813244     7.8070736    -4.8554296
    9.287725     -3.0468042     1.4382027    -0.76371527    0.5369084
   -3.972314      3.0694823    -1.774567     -4.490084      5.242858
   -3.0653913    -2.312371      3.4819593    -3.9804108    -3.3638928
    3.4048715    -1.436584     -2.0096512    -2.258314      0.89182454
   -3.1065283     0.91569334   -3.1040597    -0.792054     -2.8973484 ]",jazz
